SIPARIS_ADEDI,GIYSI_GRUBU,GIYSI_CINSI,GIYSI_CINSI_DETAYI,ModelID,SipID,HataAdi,HataAdedi,Tarih
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,SIMETRI,1,2024-05-27
13392,BAYAN,T-Shirt,Kısa Kol,389,365,DİKİŞ ATLAMASI,1,2024-06-03
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-08
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-05-08
46432,ÇOCUK,Elbise,Askılı elbise,364,340,DİKİŞ DALGALANMASI,1,2024-05-07
4980,BAYAN,T-Shirt,Uzun Kol,395,371,EKSİK DİKİŞ,1,2024-06-13
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAS DEFOSU,1,2024-06-03
46432,ÇOCUK,Elbise,Askılı elbise,364,340,GİR-ÇIK EŞTSZ.,1,2024-05-07
46432,ÇOCUK,Elbise,Askılı elbise,364,340,AYAR AÇIKLIĞI,1,2024-05-07
46432,ÇOCUK,Elbise,Askılı elbise,364,340,GİR-ÇIK EŞTSZ.,1,2024-05-06
13392,BAYAN,T-Shirt,Kısa Kol,389,365,DİKİŞ GÖRÜNMESİ,1,2024-06-03
13392,BAYAN,T-Shirt,Kısa Kol,389,365,DİKİŞ YÖNÜ TERS,1,2024-06-03
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAŞ LEKE,1,2024-06-03
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,EKSİK DİKİŞ,1,2024-05-27
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAS DEFOSU,1,2024-06-03
46432,ÇOCUK,Elbise,Askılı elbise,364,340,GİR-ÇIK EŞTSZ.,1,2024-05-06
46432,ÇOCUK,Elbise,Askılı elbise,364,340,AYAR AÇIKLIĞI,1,2024-05-02
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAS DEFOSU,1,2024-06-07
4980,BAYAN,T-Shirt,Uzun Kol,395,371,PATLAK,1,2024-06-21
46432,ÇOCUK,Elbise,Askılı elbise,364,340,AYAR AÇIKLIĞI,1,2024-04-26
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,GİR-ÇIK EŞTSZ.,1,2024-05-17
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAS DEFOSU,1,2024-06-06
46432,ÇOCUK,Elbise,Askılı elbise,364,340,DİKİŞ DALGALANMASI,1,2024-04-29
13392,BAYAN,T-Shirt,Kısa Kol,389,365,DİKİŞ GÖRÜNMESİ,1,2024-06-06
13392,BAYAN,T-Shirt,Kısa Kol,389,365,RENK FARKI,1,2024-06-06
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-04-29
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAŞ LEKE,1,2024-06-07
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-04-29
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,SIMETRI,1,2024-05-17
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-04-26
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-04-26
46432,ÇOCUK,Elbise,Askılı elbise,364,340,EKSİK DİKİŞ,1,2024-04-29
46432,ÇOCUK,Elbise,Askılı elbise,364,340,PATLAK,1,2024-05-02
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-04-25
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-04-25
46432,ÇOCUK,Elbise,Askılı elbise,364,340,EKSİK DİKİŞ,1,2024-04-26
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-04-24
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-04-25
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-04-25
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,PATLAK,1,2024-05-17
13392,BAYAN,T-Shirt,Kısa Kol,389,365,PATLAK,1,2024-06-07
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAS DEFOSU,1,2024-06-07
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-04-25
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,AYAR AÇIKLIĞI,1,2024-05-17
46432,ÇOCUK,Elbise,Askılı elbise,364,340,DİKİŞ GÖRÜNMESİ,1,2024-04-29
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-04-29
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-04-29
13392,BAYAN,T-Shirt,Kısa Kol,389,365,PATLAK,1,2024-06-07
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-02
46432,ÇOCUK,Elbise,Askılı elbise,364,340,EKSİK DİKİŞ,1,2024-05-02
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAŞ LEKE,1,2024-06-05
13392,BAYAN,T-Shirt,Kısa Kol,389,365,PATLAK,1,2024-06-05
13392,BAYAN,T-Shirt,Kısa Kol,389,365,DİKİŞ GÖRÜNMESİ,1,2024-06-06
13392,BAYAN,T-Shirt,Kısa Kol,389,365,PATLAK,1,2024-06-05
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,KUMAŞ LEKE,1,2024-05-27
13392,BAYAN,T-Shirt,Kısa Kol,389,365,DİKİŞ ATLAMASI,1,2024-06-05
46432,ÇOCUK,Elbise,Askılı elbise,364,340,DİKİŞ ATLAMASI,1,2024-05-02
46432,ÇOCUK,Elbise,Askılı elbise,364,340,DARLI-GENİŞLİ DİKİM,1,2024-04-29
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAŞ LEKE,1,2024-06-05
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,PATLAK,1,2024-05-28
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-04-29
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-04-29
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-04-30
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAŞ LEKE,1,2024-06-06
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,AYAR AÇIKLIĞI,1,2024-05-28
46432,ÇOCUK,Elbise,Askılı elbise,364,340,EKSİK DİKİŞ,1,2024-04-29
46432,ÇOCUK,Elbise,Askılı elbise,364,340,GİR-ÇIK EŞTSZ.,1,2024-04-29
46432,ÇOCUK,Elbise,Askılı elbise,364,340,DİKİŞ ATLAMASI,1,2024-04-29
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-04-29
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,KUMAŞ LEKE,1,2024-05-28
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAŞ LEKE,1,2024-06-06
13392,BAYAN,T-Shirt,Kısa Kol,389,365,AYAR AÇIKLIĞI,1,2024-06-01
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-05-10
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-05-13
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,GİR-ÇIK EŞTSZ.,1,2024-05-21
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,KAPTIRMA,1,2024-04-03
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,PATLAK,1,2024-04-02
4980,BAYAN,T-Shirt,Uzun Kol,395,371,PATLAK,1,2024-06-20
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,KAPTIRMA,1,2024-04-02
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,KAPTIRMA,1,2024-07-08
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,AYAR AÇIKLIĞI,1,2024-07-08
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,PATLAK,1,2024-07-08
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,DİKİŞ GÖRÜNMESİ,1,2024-04-02
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,EKSİK DİKİŞ,1,2024-05-20
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,KAPTIRMA,1,2024-05-20
46432,ÇOCUK,Elbise,Askılı elbise,364,340,GİR-ÇIK EŞTSZ.,1,2024-04-24
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,PATLAK,1,2024-07-04
13392,BAYAN,T-Shirt,Kısa Kol,389,365,DİKİŞ ATLAMASI,1,2024-05-31
4402,BAYAN,Elbise,Kısa kollu elbise,408,385,DİKİŞ KESİĞİ,1,2024-07-10
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-04-24
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-05-20
4402,BAYAN,Elbise,Kısa kollu elbise,408,385,PATLAK,1,2024-07-10
46432,ÇOCUK,Elbise,Askılı elbise,364,340,AYAR AÇIKLIĞI,1,2024-05-20
46432,ÇOCUK,Elbise,Askılı elbise,364,340,AYAR AÇIKLIĞI,1,2024-05-18
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-05-18
46432,ÇOCUK,Elbise,Askılı elbise,364,340,PATLAK,1,2024-05-18
4402,BAYAN,Elbise,Kısa kollu elbise,408,385,DİKİM DEFOSU,1,2024-07-09
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-17
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-17
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,PATLAK,1,2024-04-03
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,DİKİŞ KESİĞİ,1,2024-04-03
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,PATLAK,1,2024-07-06
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,KAPTIRMA,1,2024-05-20
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,KUMAŞ LEKE,1,2024-07-05
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,PATLAK,1,2024-07-05
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,PATLAK,1,2024-07-05
13392,BAYAN,T-Shirt,Kısa Kol,389,365,RENK FARKI,1,2024-06-07
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,AYAR AÇIKLIĞI,1,2024-05-20
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,KUMAŞ LEKE,1,2024-07-06
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,KAPTIRMA,1,2024-04-04
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,PATLAK,1,2024-04-04
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,DİKİŞ KESİĞİ,1,2024-04-04
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,PATLAK,1,2024-07-06
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,PATLAK,1,2024-04-04
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,KAPTIRMA,1,2024-04-04
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,PATLAK,1,2024-07-06
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,PATLAK,1,2024-07-06
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,PATLAK,1,2024-07-06
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,KUMAŞ LEKE,1,2024-07-06
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,KUMAŞ LEKE,1,2024-07-06
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,PATLAK,1,2024-07-06
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,PATLAK,1,2024-04-03
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,KUMAŞ LEKE,1,2024-07-06
8650,BAYAN,Elbise,Kısa kollu elbise,352,328,KAPTIRMA,1,2024-04-03
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,KAPTIRMA,1,2024-07-06
4887,ÇOCUK,Sweatshirt,Kapşonlu,405,380,KUMAŞ LEKE,1,2024-07-06
4402,BAYAN,Elbise,Kısa kollu elbise,408,385,DİKİM DEFOSU,1,2024-07-11
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-17
9476,BAYAN,Elbise,uzun kollu elbise,398,375,PATLAK,1,2024-06-28
46432,ÇOCUK,Elbise,Askılı elbise,364,340,DİKİŞ ATLAMASI,1,2024-05-15
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-15
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-14
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,KAPTIRMA,1,2024-05-23
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-14
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KAPTIRMA,1,2024-05-30
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,AYAR AÇIKLIĞI,1,2024-05-23
13392,BAYAN,T-Shirt,Kısa Kol,389,365,EKSİK DİKİŞ,1,2024-05-31
4980,BAYAN,T-Shirt,Uzun Kol,395,371,KAPTIRMA,1,2024-06-14
13392,BAYAN,T-Shirt,Kısa Kol,389,365,AYAR AÇIKLIĞI,1,2024-05-31
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAŞ LEKE,1,2024-05-31
13392,BAYAN,T-Shirt,Kısa Kol,389,365,PATLAK,1,2024-06-01
4980,BAYAN,T-Shirt,Uzun Kol,395,371,KAPTIRMA,1,2024-06-14
4980,BAYAN,T-Shirt,Uzun Kol,395,371,EKSİK AKSESUAR,1,2024-06-14
46432,ÇOCUK,Elbise,Askılı elbise,364,340,AYAR AÇIKLIĞI,1,2024-05-14
46432,ÇOCUK,Elbise,Askılı elbise,364,340,PATLAK,1,2024-05-14
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-05-14
46432,ÇOCUK,Elbise,Askılı elbise,364,340,AYAR AÇIKLIĞI,1,2024-05-14
46432,ÇOCUK,Elbise,Askılı elbise,364,340,EKSİK DİKİŞ,1,2024-05-14
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-13
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,EKSİK DİKİŞ,1,2024-05-24
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-05-13
13392,BAYAN,T-Shirt,Kısa Kol,389,365,İĞNE DELİĞİ,1,2024-05-31
46432,ÇOCUK,Elbise,Askılı elbise,364,340,AYAR AÇIKLIĞI,1,2024-05-10
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-15
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KAPTIRMA,1,2024-05-15
4402,BAYAN,Elbise,Kısa kollu elbise,408,385,DİKİŞ ATLAMASI,1,2024-07-09
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,PATLAK,1,2024-05-23
4402,BAYAN,Elbise,Kısa kollu elbise,408,385,DİKİM DEFOSU,1,2024-07-09
46432,ÇOCUK,Elbise,Askılı elbise,364,340,DİKİŞ YÖNÜ TERS,1,2024-05-17
46432,ÇOCUK,Elbise,Askılı elbise,364,340,PATLAK,1,2024-05-17
4402,BAYAN,Elbise,Kısa kollu elbise,408,385,DİKİŞ KESİĞİ,1,2024-07-09
4402,BAYAN,Elbise,Kısa kollu elbise,408,385,DİKİŞ KESİĞİ,1,2024-07-08
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-05-16
46432,ÇOCUK,Elbise,Askılı elbise,364,340,KUMAŞ LEKE,1,2024-05-16
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,KAPTIRMA,1,2024-05-22
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KUMAŞ LEKE,1,2024-05-30
46432,ÇOCUK,Elbise,Askılı elbise,364,340,AYAR AÇIKLIĞI,1,2024-05-17
4980,BAYAN,T-Shirt,Uzun Kol,395,371,EKSİK DİKİŞ,1,2024-06-20
4980,BAYAN,T-Shirt,Uzun Kol,395,371,KAPTIRMA,1,2024-06-13
13392,BAYAN,T-Shirt,Kısa Kol,389,365,KAPTIRMA,1,2024-05-29
4980,BAYAN,T-Shirt,Uzun Kol,395,371,EKSİK AKSESUAR,1,2024-06-14
13392,BAYAN,T-Shirt,Kısa Kol,389,365,DİKİŞ DÜŞMESİ,1,2024-05-29
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,SIMETRI,1,2024-05-22
13392,BAYAN,T-Shirt,Kısa Kol,389,365,DİKİŞ GÖRÜNMESİ,1,2024-05-30
46432,ÇOCUK,Elbise,Askılı elbise,364,340,PATLAK,1,2024-05-16
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,KUMAŞ LEKE,1,2024-05-23
13392,BAYAN,T-Shirt,Kısa Kol,389,365,AYAR AÇIKLIĞI,1,2024-05-30
13392,BAYAN,T-Shirt,Kısa Kol,389,365,SIMETRI,1,2024-05-31
9143,BAYAN,Elbise,Kısa kollu elbise,376,353,KUMAŞ LEKE,1,2024-05-23
13392,BAYAN,T-Shirt,Kısa Kol,389,365,DİKİŞ GÖRÜNMESİ,1,2024-05-30
4980,BAYAN,T-Shirt,Uzun Kol,395,371,DİKİŞ ATLAMASI,1,2024-06-14
14292,ÇOCUK,T-Shirt,Kısa Kol,298,276,DİKİŞ DÜŞMESİ,1,2023-12-19
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KAPTIRMA,1,2024-03-29
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİM LEKE,1,2024-01-12
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİM DEFOSU,1,2024-01-11
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİM LEKE,1,2024-01-11
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİM LEKE,1,2024-01-11
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,EKSİK DİKİŞ,1,2024-01-11
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-11
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-11
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,EKSİK DİKİŞ,1,2024-01-12
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİŞ ATLAMASI,1,2024-01-12
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-10
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİM LEKE,1,2024-01-12
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİM LEKE,1,2024-01-12
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-13
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KAPTIRMA,1,2024-01-13
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KUMAŞ LEKE,1,2024-01-13
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-13
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-15
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİŞ ATLAMASI,1,2024-01-10
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİŞ ATLAMASI,1,2024-01-10
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-23
22113,ÇOCUK,Elbise,3/4 kol,309,287,KAPTIRMA,1,2024-02-02
22113,ÇOCUK,Elbise,3/4 kol,309,287,PATLAK,1,2024-01-27
22113,ÇOCUK,Elbise,3/4 kol,309,287,KAPTIRMA,1,2024-01-30
22113,ÇOCUK,Elbise,3/4 kol,309,287,PATLAK,1,2024-01-30
22113,ÇOCUK,Elbise,3/4 kol,309,287,DİKİŞ DÜŞMESİ,1,2024-01-30
22113,ÇOCUK,Elbise,3/4 kol,309,287,SIMETRI,1,2024-01-30
22113,ÇOCUK,Elbise,3/4 kol,309,287,KUMAŞ LEKE,1,2024-02-03
22113,ÇOCUK,Elbise,3/4 kol,309,287,BÜZGÜ DAĞILIMI,1,2024-02-03
22113,ÇOCUK,Elbise,3/4 kol,309,287,İP,1,2024-02-02
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİŞ ATLAMASI,1,2024-01-10
22113,ÇOCUK,Elbise,3/4 kol,309,287,PATLAK,1,2024-01-18
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-09
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-09
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KAPTIRMA,1,2024-01-09
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KAPTIRMA,1,2024-01-09
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KAPTIRMA,1,2024-01-09
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİŞ GÖRÜNMESİ,1,2024-01-10
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KAPTIRMA,1,2024-01-15
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-15
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KAPTIRMA,1,2024-01-13
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KUMAŞ LEKE,1,2024-01-19
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-18
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİM DEFOSU,1,2024-01-18
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KUMAŞ LEKE,1,2024-01-19
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,NAKIS HATASI,1,2024-01-19
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KUMAŞ LEKE,1,2024-01-18
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KAPTIRMA,1,2024-01-19
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-19
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,METO,1,2024-01-19
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-16
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-20
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KUMAS DEFOSU,1,2024-01-20
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,NAKIS HATASI,1,2024-01-20
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KUMAS DEFOSU,1,2024-01-22
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KUMAS DEFOSU,1,2024-01-20
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-20
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KAPTIRMA,1,2024-01-22
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,NAKIS HATASI,1,2024-01-18
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-18
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-17
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KUMAŞ LEKE,1,2024-01-17
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİŞ ATLAMASI,1,2024-01-16
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-16
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KAPTIRMA,1,2024-01-15
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİM LEKE,1,2024-01-16
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-16
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PİS PAY,1,2024-01-16
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİM LEKE,1,2024-01-16
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,METO,1,2024-01-17
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİM DEFOSU,1,2024-01-16
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DİKİŞ ATLAMASI,1,2024-01-17
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PİS PAY,1,2024-01-17
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,PATLAK,1,2024-01-17
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,DARLI-GENİŞLİ DİKİM,1,2024-01-17
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,KUMAŞ LEKE,1,2024-01-17
14170,ÇOCUK,Sweatshirt,Kapşonsuz,307,285,AYAR AÇIKLIĞI,1,2024-01-17
22113,ÇOCUK,Elbise,3/4 kol,309,287,PATLAK,1,2024-01-27
22113,ÇOCUK,Elbise,3/4 kol,309,287,PATLAK,1,2024-01-26
22113,ÇOCUK,Elbise,3/4 kol,309,287,RENK FARKI,1,2024-01-26
14162,BAYAN,T-Shirt,Uzun Kol,306,284,PATLAK,1,2024-01-12
20625,ÇOCUK,T-Shirt,Kısa Kol,313,291,İP,1,2024-02-01
20625,ÇOCUK,T-Shirt,Kısa Kol,313,291,EKSİK DİKİŞ,1,2024-02-02
20625,ÇOCUK,T-Shirt,Kısa Kol,313,291,SIMETRI,1,2024-02-06
20625,ÇOCUK,T-Shirt,Kısa Kol,313,291,KUMAŞ LEKE,1,2024-02-06
14162,BAYAN,T-Shirt,Uzun Kol,306,284,AYAR AÇIKLIĞI,1,2024-01-11
14162,BAYAN,T-Shirt,Uzun Kol,306,284,PATLAK,1,2024-01-10
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KAPTIRMA,1,2024-01-10
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KAPTIRMA,1,2024-01-12
14162,BAYAN,T-Shirt,Uzun Kol,306,284,SIMETRI,1,2024-01-12
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KAPTIRMA,1,2024-01-11
14162,BAYAN,T-Shirt,Uzun Kol,306,284,EKSİK DİKİŞ,1,2024-01-11
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KAPTIRMA,1,2024-01-12
14162,BAYAN,T-Shirt,Uzun Kol,306,284,RENK FARKI,1,2024-01-12
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KAPTIRMA,1,2024-01-12
14162,BAYAN,T-Shirt,Uzun Kol,306,284,SIMETRI,1,2024-01-13
14162,BAYAN,T-Shirt,Uzun Kol,306,284,KUMAS DEFOSU,1,2024-01-13
20625,ÇOCUK,T-Shirt,Kısa Kol,313,291,SIMETRI,1,2024-02-01
6412,BEBEK,T-Shirt,Kısa Kol,317,295,SIMETRI,1,2024-02-07
6412,BEBEK,T-Shirt,Kısa Kol,317,295,KUMAŞ LEKE,1,2024-02-19
6412,BEBEK,T-Shirt,Kısa Kol,317,295,JUT,1,2024-02-16
6412,BEBEK,T-Shirt,Kısa Kol,317,295,DİKİŞ ATLAMASI,1,2024-02-15
